CRPS
-0.084534
-0.08571
-0.089661
-0.093457
-0.093149
0.22733
0.17721
0.14352
0.11725
0.096826
0.08026
0.065655
0.053573
0.21631
0.19424
0.17655
0.15997
0.14631
0.13412
0.12291
0.11303
0.10371
0.095535
0.087376
0.080136
0.073497
0.067104
0.061111
0.14314
0.13466
0.1749
0.16537
0.15763
0.15044
0.14372
0.13716
0.13106
0.1251
0.11972
0.11445
0.10935
0.1046
0.099819
0.095529
0.091469
0.087396
0.08368
0.080115
0.076731
0.073451
0.070339
0.067339
0.06443
0.061634
0.0589
0.056171
0.053689
0.051097
0.048559
0.046249
0.044003
0.041861
0.039759
0.037778
0.035836
0.07387
0.071092
0.06863
0.06631
0.064119
0.061997
0.059842
0.057701
0.055739
0.089897
0.087229
0.084976
0.082693
0.080521
0.10023
0.097429
0.095149
0.12195
0.12968
0.12636
0.1228
0.14316
0.14015
0.13756
0.13401
0.13157
0.1292
0.13427
0.13131
0.12903
0.12667
0.12431
0.12172
0.11957
0.1175
0.11549
0.11351
0.13467
0.13228
0.13655
0.13387
0.13169
0.12923
0.12724
0.12513
0.1408
0.13846
0.15337
0.15096
0.14873
0.14669
0.1446
0.15628
0.15391
0.15191
0.1499
0.16895
0.16661
0.16455
0.16229
0.16029
0.15831
0.17767
0.18826
0.18584
0.18376
0.17631
0.17375
0.1718
0.16956
0.16769
0.1658
0.164
0.16229
0.16007
0.15727
0.15901
0.15689
0.15524
0.1536
0.15194
0.15029
0.14869
0.14713
0.14561
0.14397
0.14248
0.14101
0.13948
0.13805
0.13663
0.13523
0.13384
0.13246
0.13109
0.14309
0.14152
0.14015
0.1388
0.13741
0.13607
0.13465
0.13329
0.13196
0.13069
0.14071
0.15344
0.16493
0.16334
0.16195
0.16056
0.15907
0.17284
0.17132
0.16993
0.16854
0.16717
0.16578
0.16444
0.16623
0.15082
0.14886
0.15159
0.15004
0.15823
0.1568
0.16213
0.17361
0.17216
0.17088
0.16945
0.16816
0.17481
0.17325
0.17199
0.17071
0.16231
0.16064
0.15947
0.17038
0.16899
0.16778
0.16632
0.16516
0.16392
0.16277
0.1616
0.15999
0.15882
0.16993
0.16868
0.16748
0.16626
0.16514
0.16396
0.16286
0.16172
0.17229
0.17108
0.1699
0.16881
0.16772
0.16664
0.16558
0.1645
0.16345
0.16242
0.16112
0.16011
0.1591
0.15801
0.16758
0.16645
0.16543
0.16437
0.17384
0.17271
0.17167
0.17065
0.16963
0.16856
0.16752
0.16653
0.16552
0.16452
0.16355
0.17172
0.17062
0.16964
0.16866
0.16769
0.16672
0.16573
0.16476
0.16381
0.16288
0.16196
0.161
0.16009
0.15917
0.15827
0.1621
0.16102
0.17015
0.16916
0.16824
0.16718
0.16628
0.16534
0.16443
0.16354
0.16266
0.17041
0.17866
0.17766
0.17668
0.17574
0.17485
0.17396
0.17307
0.17219
0.17132
0.17045
0.16954
0.17638
0.17541
0.17455
0.17368
0.17283
0.17197
0.17111
0.17815
0.17721
0.17634
0.17544
0.17459
0.17376
0.17283
0.18058
0.17967
0.1866
0.18566
0.1848
0.18395
0.18717
0.19389
0.19294
0.16694
0.1657
0.17277
0.17126
0.17818
0.17728
0.17619
0.17539
0.1746
0.1738
0.17292
0.17215
0.17136
0.17052
0.16976
0.16902
0.16826
0.16752
0.16667
0.16589
0.16516
0.16445
0.1699
0.16908
0.16834
0.16762
0.16685
0.16614
0.16543
0.16469
0.16692
0.17364
0.17284
0.17212
0.1713
0.1706
0.16985
0.16911
0.16841
0.16772
0.16703
0.16635
0.1656
0.16493
0.16426
0.16359
0.1629
0.16223
0.16157
0.16089
0.16024
0.16546
0.16473
0.16405
0.1634
0.16274
0.16206
0.16133
0.16069
0.16682
0.16612
0.16547
0.17158
0.17087
0.17022
0.16955
0.1689
0.16825
0.1676
0.16696
0.16633
0.16571
0.16508
0.16446
0.16381
0.16319
0.16257
0.16196
0.16135
0.16074
0.16014
0.15955
0.15894
0.15834
0.16391
0.16325
0.16264
0.16203
0.16143
0.16083
0.16025
0.15967
0.15847
0.15775
0.15716
0.15655
0.15809
0.15741
0.15684
0.15627
0.15571
0.15512
0.15453
0.15398
0.15341
0.15287
0.15732
0.1567
0.16236
0.16175
0.16118
0.16057
0.16002
0.15947
0.15892
0.15829
0.15769
0.15714
0.15656
0.15603
0.15549
0.15496
0.15443
0.15389
0.15337
0.15283
0.15231
0.15748
0.15691
0.15639
0.15586
0.15531
0.15479
0.15427
0.15376
0.15325
0.15273
0.15221
0.15171
0.1512
0.15071
0.1502
0.15228
0.15169
0.15119
0.15069
0.15012
0.14963
0.14915
0.15418
0.15365
0.15315
0.15265
0.15216
0.15164
0.15114
0.15064
0.15015
0.14967
0.15346
0.15291
0.15243
0.15177
0.15649
0.15595
0.15542
0.15487
0.15439
0.1539
0.15342
0.15292
0.15242
0.15195
0.15147
0.15098
0.1505
0.15003
0.14956
0.1507
0.15014
0.14968
0.1531
0.15258
0.15211
0.15647
0.15596
0.15549
0.15501
0.15454
0.15398
0.1583
0.1578
0.16215
0.16163
0.16589
0.16537
0.16489
0.16438
0.16698
0.17034
0.16979
0.16931
0.16868
0.17033
0.16951
0.16888
0.1684
0.16792
0.17154
0.17101
0.17129
0.16902
0.1703
0.17281
0.17224
0.17145
0.17098
0.17048
0.16973
0.16927
0.16866
0.17192
0.171
0.17038
0.16981
0.1693
0.1687
0.16826
0.17075
0.17022
0.16958
0.16911
0.16867
0.16815
0.16768
0.16722
0.16968
0.16916
0.16872
0.17251
0.17201
0.17157
0.16367
0.16302
0.16736
0.16689
0.16642
0.16598
0.16555
0.16675
0.16623
0.16581
0.1688
0.16832
0.16736
0.16681
0.16639
0.17028
0.16981
0.16931
0.1687
0.16814
0.16769
0.17107
0.17057
0.17295
0.17664
0.17616
0.17733
0.17679
0.1762
0.17558
0.17515
0.17862
0.17809
0.17759
0.17717
0.1767
0.17626
0.17583
0.17538
0.17491
0.17449
0.17406
0.17364
0.17322
0.17277
