ex_ls_rate_1,ex_ls_rate_2,ex_ls_rate_3,ex_ls_rate_4,ex_crps_rate_1,ex_crps_rate_2,ex_crps_rate_3,ex_crps_rate_4,ex_fsr1_rate_1,ex_fsr1_rate_2,ex_fsr1_rate_3,ex_fsr1_rate_4,ex_fsr2_rate_1,ex_fsr2_rate_2,ex_fsr2_rate_3,ex_fsr2_rate_4,ex_fsr3_rate_1,ex_fsr3_rate_2,ex_fsr3_rate_3,ex_fsr3_rate_4,ex_fsr4_rate_1,ex_fsr4_rate_2,ex_fsr4_rate_3,ex_fsr4_rate_4
0.0964,0.1776,0.8584,0.9292,0.12,0.1964,0.8332,0.9124,0.1116,0.2548,0.9708,0.9868,0.1012,0.222,0.9516,0.9792,0.0552,0.1088,0.8224,0.9204,0.0368,0.0752,0.7912,0.9132
