FSR90
-0.087065
-0.09124
-0.091443
-0.10027
-0.097625
-0.096104
-0.099472
-0.098086
-0.099093
-0.097689
-0.09698
-0.096375
-0.096903
-0.097782
-0.098542
0.062878
0.051581
0.043985
0.036886
0.029937
0.024314
0.018381
0.013839
0.0093059
0.0053999
0.0011506
-0.0023736
-0.0056777
-0.0088852
-0.012156
-0.014502
-0.018081
-0.020583
-0.022734
-0.024543
-0.026824
-0.028787
-0.030996
-0.032485
-0.033861
-0.035234
-0.036816
-0.038781
-0.03984
-0.040838
-0.04238
-0.043291
-0.04436
-0.0452
-0.046187
-0.047001
-0.047733
-0.048607
-0.049272
-0.049921
-0.05097
-0.051629
-0.052308
-0.05299
-0.053753
-0.054274
-0.054762
-0.055242
-0.055751
-0.056187
-0.056735
-0.057476
-0.05827
-0.058677
-0.059053
-0.059429
-0.059809
-0.060207
-0.039731
-0.041382
-0.042234
-0.042809
-0.043387
-0.044049
-0.044598
-0.045561
-0.04605
-0.046628
-0.047385
-0.038063
-0.040281
-0.040809
-0.041725
-0.052176
-0.054149
-0.05463
-0.05498
-0.05535
-0.056302
-0.056625
-0.057225
-0.037172
-0.038474
-0.038965
-0.039531
-0.039994
-0.040513
-0.040962
-0.041624
-0.042058
-0.043055
-0.029433
-0.030752
-0.03135
-0.031977
-0.032467
-0.033251
-0.033777
-0.010879
-0.011904
-0.012631
-0.013322
-0.014008
-0.014975
-0.015581
-0.026398
-0.028215
-0.028931
-0.013623
-0.014718
-0.015418
-0.015995
-0.016575
-0.017244
-0.018113
-0.018774
-0.019384
-0.020572
-0.0099409
-0.011147
-0.011812
-0.012547
-0.013142
-0.013721
-0.024256
-0.026304
-0.026782
-0.027726
-0.028129
-0.028583
-0.029155
-0.029742
-0.030129
-0.030601
-0.031001
-0.031665
-0.032018
-0.032381
-0.032996
-0.033376
-0.033709
-0.034042
-0.034476
-0.034908
-0.035229
-0.035621
-0.036128
-0.036479
-0.036778
-0.037096
-0.037391
-0.037782
-0.038284
-0.038592
-0.038869
-0.03927
-0.039761
-0.040204
-0.040669
-0.040926
-0.028704
-0.029382
-0.029717
-0.030141
-0.030469
-0.030779
-0.031158
-0.031612
-0.031994
-0.032314
-0.032956
-0.019254
-0.019865
-0.020597
-0.021011
-0.0087973
-0.0095204
-0.010243
-0.010801
-0.0014654
-0.0022631
0.0047801
0.0038028
0.0030306
0.0025864
0.0019986
0.0015007
0.00049081
-0.014212
-0.015432
-0.01594
-0.010629
-0.011477
3.2183e-05
-0.00059355
-0.0010098
-0.0041457
-0.0052634
-0.0058098
-0.0061983
-0.0066372
0.0041048
0.0034638
0.014529
0.013865
0.013405
0.012778
0.012313
0.011805
0.01118
0.010742
0.010304
0.0098731
0.0094377
0.0090093
0.0085644
0.011308
0.010442
0.0099942
0.019725
0.019071
0.018615
0.0181
0.017625
0.017154
0.016711
0.016213
0.015728
0.015269
0.014802
0.014243
0.013808
0.013348
0.012927
0.012514
0.012097
0.011675
0.011199
0.010809
0.010422
0.010008
0.0095455
0.0090535
0.0086644
0.0082906
0.0079167
0.0075499
0.0070603
0.006696
0.0062448
0.0058877
0.0055034
0.0049894
0.0045853
0.0041944
0.0091355
0.0084884
0.0080835
0.0077126
0.007276
0.0069288
0.006536
0.0061922
0.0057891
0.01416
0.013632
0.01318
0.012801
0.012439
0.012044
0.011664
0.011284
0.010936
0.010569
0.010202
0.0097912
0.0094468
0.0090711
0.0087277
0.0083985
0.0080682
0.0077198
0.0073327
0.0069499
0.0066065
0.0062395
0.012392
0.011859
0.011528
0.011154
0.01081
0.01042
0.010071
0.0097453
0.0094235
0.008985
0.0085938
0.0082409
0.0074133
0.0071081
0.0067545
0.006215
0.0041477
0.0033843
0.0030304
0.0027424
0.0084322
0.0079085
0.0076075
0.013904
0.013397
0.013082
0.012757
0.012441
0.01678
0.024336
0.023867
0.023528
0.023189
0.022809
0.022405
0.022068
0.029122
0.028648
0.028302
