ex_ls_rate_1,ex_ls_rate_2,ex_ls_rate_3,ex_ls_rate_4,ex_crps_rate_1,ex_crps_rate_2,ex_crps_rate_3,ex_crps_rate_4,ex_fsr1_rate_1,ex_fsr1_rate_2,ex_fsr1_rate_3,ex_fsr1_rate_4,ex_fsr2_rate_1,ex_fsr2_rate_2,ex_fsr2_rate_3,ex_fsr2_rate_4,ex_fsr3_rate_1,ex_fsr3_rate_2,ex_fsr3_rate_3,ex_fsr3_rate_4,ex_fsr4_rate_1,ex_fsr4_rate_2,ex_fsr4_rate_3,ex_fsr4_rate_4
0.1176,0.2018,0.7784,0.9338,0.1372,0.221,0.8036,0.945,0.0992,0.1914,0.9178,0.9938,0.1026,0.2018,0.952,0.9984,0.3502,0.4276,0.7968,0.8884,0.436,0.513,0.83,0.9024
