ex_ls_rate_1,ex_ls_rate_2,ex_ls_rate_3,ex_ls_rate_4,ex_crps_rate_1,ex_crps_rate_2,ex_crps_rate_3,ex_crps_rate_4,ex_fsr1_rate_1,ex_fsr1_rate_2,ex_fsr1_rate_3,ex_fsr1_rate_4,ex_fsr2_rate_1,ex_fsr2_rate_2,ex_fsr2_rate_3,ex_fsr2_rate_4,ex_fsr3_rate_1,ex_fsr3_rate_2,ex_fsr3_rate_3,ex_fsr3_rate_4,ex_fsr4_rate_1,ex_fsr4_rate_2,ex_fsr4_rate_3,ex_fsr4_rate_4
0.076,0.1424,0.8748,0.944,0.0988,0.1668,0.8442,0.924,0.0912,0.2372,0.982,0.9922,0.0794,0.1876,0.9674,0.9868,0.0402,0.08,0.8306,0.9358,0.0244,0.0514,0.793,0.9278
