ex_ls_rate_1,ex_ls_rate_2,ex_ls_rate_3,ex_ls_rate_4,ex_crps_rate_1,ex_crps_rate_2,ex_crps_rate_3,ex_crps_rate_4,ex_fsr1_rate_1,ex_fsr1_rate_2,ex_fsr1_rate_3,ex_fsr1_rate_4,ex_fsr2_rate_1,ex_fsr2_rate_2,ex_fsr2_rate_3,ex_fsr2_rate_4,ex_fsr3_rate_1,ex_fsr3_rate_2,ex_fsr3_rate_3,ex_fsr3_rate_4,ex_fsr4_rate_1,ex_fsr4_rate_2,ex_fsr4_rate_3,ex_fsr4_rate_4
0.0556,0.1072,0.8912,0.9588,0.0776,0.1372,0.8552,0.9356,0.0708,0.2196,0.9932,0.9976,0.0576,0.1532,0.9832,0.9944,0.0252,0.0512,0.8388,0.9512,0.012,0.0276,0.7948,0.9424
