ex_ls_rate_1,ex_ls_rate_2,ex_ls_rate_3,ex_ls_rate_4,ex_crps_rate_1,ex_crps_rate_2,ex_crps_rate_3,ex_crps_rate_4,ex_fsr1_rate_1,ex_fsr1_rate_2,ex_fsr1_rate_3,ex_fsr1_rate_4,ex_fsr2_rate_1,ex_fsr2_rate_2,ex_fsr2_rate_3,ex_fsr2_rate_4,ex_fsr3_rate_1,ex_fsr3_rate_2,ex_fsr3_rate_3,ex_fsr3_rate_4,ex_fsr4_rate_1,ex_fsr4_rate_2,ex_fsr4_rate_3,ex_fsr4_rate_4
0.0728,0.1418,0.871,0.9336,0.1062,0.1858,0.8188,0.896,0.107,0.3604,0.9858,0.9928,0.0828,0.2162,0.9644,0.9802,0.0182,0.0404,0.7918,0.92,0.0084,0.0158,0.6526,0.8994
