MLE
-0.1114
-0.11272
-0.11695
-0.12127
-0.12086
0.247
0.18989
0.15119
0.12099
0.097523
0.078471
0.061708
0.047818
0.22181
0.19746
0.1779
0.15952
0.14443
0.13095
0.11855
0.10763
0.097307
0.088266
0.079234
0.07123
0.063884
0.056817
0.050198
0.13718
0.12793
0.17909
0.16847
0.15982
0.15179
0.14429
0.13695
0.13014
0.12347
0.11747
0.11159
0.1059
0.10059
0.095247
0.090466
0.085939
0.08139
0.077251
0.073274
0.0695
0.065839
0.062368
0.059021
0.055771
0.052649
0.049596
0.046541
0.043771
0.040881
0.038047
0.035468
0.032964
0.030577
0.028233
0.026024
0.023859
0.063705
0.060658
0.057947
0.055401
0.052997
0.050667
0.048299
0.045947
0.043795
0.079062
0.076159
0.073719
0.071244
0.068888
0.092252
0.089182
0.086686
0.11536
0.12827
0.12459
0.12065
0.14364
0.14028
0.13741
0.13347
0.13076
0.12814
0.13823
0.13488
0.13229
0.12963
0.12694
0.12402
0.1216
0.11926
0.11698
0.11474
0.13741
0.13472
0.14345
0.14042
0.13792
0.13512
0.13284
0.13043
0.14815
0.14548
0.16246
0.15971
0.15717
0.15483
0.15245
0.16656
0.16386
0.16156
0.15927
0.17862
0.17597
0.17363
0.17107
0.16879
0.16654
0.18651
0.19912
0.1964
0.19404
0.19185
0.18894
0.18669
0.18414
0.18197
0.1798
0.17771
0.18008
0.17751
0.17428
0.17941
0.1769
0.17494
0.17301
0.17104
0.16909
0.1672
0.16536
0.16356
0.16165
0.15988
0.15816
0.15634
0.15466
0.15297
0.15133
0.14968
0.14805
0.14644
0.15949
0.15763
0.15602
0.15443
0.15281
0.15122
0.14955
0.14795
0.14638
0.14489
0.15615
0.16956
0.18195
0.18009
0.17848
0.17686
0.17511
0.18927
0.18751
0.18591
0.1843
0.18272
0.18112
0.17957
0.18367
0.17475
0.17239
0.17748
0.17559
0.18491
0.18316
0.19031
0.20225
0.20049
0.19895
0.19722
0.19566
0.20378
0.2019
0.2004
0.19886
0.19443
0.19238
0.19095
0.20197
0.20028
0.1988
0.19702
0.19561
0.19409
0.1927
0.19128
0.18933
0.1879
0.1993
0.19779
0.19634
0.19486
0.19351
0.19207
0.19075
0.18936
0.20025
0.19879
0.19737
0.19606
0.19476
0.19346
0.19219
0.19089
0.18964
0.1884
0.18684
0.18562
0.18441
0.1831
0.19304
0.19169
0.19048
0.1892
0.19902
0.19767
0.19643
0.19522
0.19401
0.19276
0.19152
0.19034
0.18913
0.18795
0.1868
0.19546
0.19415
0.19299
0.19183
0.19069
0.18954
0.18837
0.18722
0.1861
0.18501
0.18391
0.18278
0.18171
0.18061
0.17956
0.18458
0.1833
0.19263
0.19145
0.19038
0.18912
0.18806
0.18696
0.18588
0.18483
0.1838
0.19193
0.20044
0.19926
0.19811
0.19702
0.19597
0.19494
0.1939
0.19288
0.19186
0.19084
0.18979
0.19708
0.19594
0.19494
0.19393
0.19294
0.19194
0.19094
0.19837
0.19727
0.19626
0.19522
0.19423
0.19326
0.19217
0.20016
0.1991
0.20639
0.20529
0.20431
0.20333
0.20749
0.21453
0.21342
0.19318
0.19174
0.19912
0.19954
0.20667
0.2056
0.20429
0.20333
0.20238
0.20142
0.20036
0.19944
0.19849
0.19747
0.19657
0.19568
0.19477
0.19388
0.19286
0.19192
0.19105
0.19019
0.19612
0.19514
0.19426
0.19339
0.19248
0.19162
0.19078
0.18989
0.19311
0.19998
0.19903
0.19818
0.1972
0.19635
0.19546
0.19457
0.19374
0.19292
0.1921
0.19129
0.19039
0.18959
0.18879
0.18799
0.18718
0.18637
0.18559
0.18478
0.184
0.18963
0.18876
0.18796
0.18718
0.18639
0.18559
0.18471
0.18395
0.19031
0.18947
0.18871
0.19503
0.19419
0.19342
0.19264
0.19186
0.1911
0.19033
0.18958
0.18884
0.1881
0.18735
0.18662
0.18586
0.18513
0.18439
0.18367
0.18294
0.18223
0.18152
0.18082
0.1801
0.1794
0.18521
0.18444
0.18372
0.18299
0.18229
0.18158
0.1809
0.18022
0.18037
0.1795
0.1788
0.17808
0.18053
0.17971
0.17904
0.17836
0.1777
0.17699
0.17629
0.17563
0.17496
0.17432
0.17916
0.17842
0.18423
0.18351
0.18283
0.18211
0.18146
0.18081
0.18016
0.17942
0.1787
0.17805
0.17738
0.17674
0.17611
0.17548
0.17486
0.17422
0.1736
0.17297
0.17236
0.17773
0.17706
0.17644
0.17583
0.17517
0.17455
0.17395
0.17335
0.17275
0.17214
0.17152
0.17093
0.17034
0.16975
0.16916
0.17195
0.17125
0.17066
0.17006
0.16939
0.16881
0.16824
0.17346
0.17282
0.17224
0.17165
0.17108
0.17047
0.16988
0.16929
0.16871
0.16815
0.1723
0.17166
0.17109
0.17032
0.17522
0.17459
0.17397
0.17332
0.17276
0.17219
0.17163
0.17104
0.17046
0.1699
0.16934
0.16876
0.16821
0.16766
0.16712
0.16901
0.16835
0.16782
0.17161
0.171
0.17046
0.17503
0.17443
0.17388
0.17332
0.17278
0.17212
0.17665
0.17606
0.1806
0.18
0.18447
0.18386
0.18331
0.18271
0.18577
0.18948
0.18884
0.18828
0.18756
0.18981
0.18997
0.18924
0.18868
0.18813
0.19202
0.19141
0.1925
0.19147
0.1935
0.19647
