MLE
-0.11477
-0.11615
-0.12026
-0.12463
-0.12417
-0.12264
-0.12753
-0.12698
-0.12666
-0.12568
-0.12472
-0.12478
-0.12453
-0.1246
-0.12612
0.054794
0.043413
0.03457
0.026678
0.019293
0.012917
0.0067115
0.00144
-0.004116
-0.0088995
-0.013278
-0.017581
-0.021614
-0.024963
-0.028916
-0.031692
-0.035827
-0.038379
-0.04068
-0.042786
-0.045034
-0.047047
-0.049168
-0.050865
-0.052642
-0.054421
-0.05601
-0.05782
-0.059218
-0.060508
-0.061972
-0.063149
-0.06429
-0.065343
-0.066393
-0.067356
-0.068288
-0.069217
-0.0701
-0.070991
-0.071967
-0.072728
-0.073668
-0.074609
-0.075356
-0.076081
-0.07674
-0.077403
-0.07798
-0.07856
-0.079327
-0.080277
-0.080955
-0.081523
-0.082004
-0.082464
-0.08301
-0.083586
-0.059074
-0.060478
-0.061572
-0.062247
-0.062998
-0.063675
-0.064302
-0.065479
-0.066123
-0.066898
-0.067868
-0.057123
-0.059008
-0.059627
-0.060726
-0.069429
-0.071125
-0.071636
-0.072102
-0.072554
-0.073698
-0.074127
-0.074683
-0.053592
-0.054718
-0.055379
-0.055997
-0.056583
-0.057164
-0.057723
-0.05858
-0.059174
-0.06033
-0.043779
-0.044939
-0.045602
-0.046422
-0.047056
-0.048019
-0.048619
-0.023165
-0.024147
-0.02495
-0.025819
-0.026585
-0.027706
-0.02843
-0.043629
-0.045149
-0.046029
-0.027825
-0.028814
-0.029545
-0.03027
-0.031005
-0.031838
-0.032861
-0.033539
-0.034311
-0.035614
-0.02434
-0.02541
-0.026111
-0.026844
-0.027503
-0.028238
-0.04241
-0.044174
-0.044794
-0.045843
-0.046339
-0.046831
-0.047377
-0.047927
-0.048434
-0.048917
-0.049371
-0.04996
-0.05042
-0.050855
-0.051407
-0.051836
-0.052282
-0.0527
-0.053137
-0.053571
-0.054
-0.054409
-0.055042
-0.055428
-0.055806
-0.056239
-0.05664
-0.057146
-0.057593
-0.058011
-0.058365
-0.058751
-0.059357
-0.059922
-0.060509
-0.060842
-0.04637
-0.046953
-0.047392
-0.047932
-0.048313
-0.048718
-0.049111
-0.049543
-0.049935
-0.050302
-0.051044
-0.036131
-0.036696
-0.037555
-0.037987
-0.024137
-0.024803
-0.025653
-0.026345
-0.015234
-0.015981
-0.0089151
-0.0098155
-0.01073
-0.011269
-0.011855
-0.012482
-0.013622
-0.029877
-0.031051
-0.031724
-0.026518
-0.027321
-0.013971
-0.014588
-0.015084
-0.021732
-0.02279
-0.023321
-0.023814
-0.024393
-0.011741
-0.012358
0.00039804
-0.00025334
-0.0007915
-0.0014121
-0.001934
-0.0025841
-0.0032002
-0.0037134
-0.0042195
-0.0047324
-0.0052258
-0.0057524
-0.0062381
-0.0032937
-0.0041244
-0.0046137
0.0067025
0.0060539
0.0055245
0.0048735
0.0043562
0.0037677
0.0032268
0.0025976
0.002087
0.0015912
0.0010945
0.00053713
-4.4298e-06
-0.0004911
-0.0010121
-0.0015189
-0.0019815
-0.0025096
-0.0031152
-0.0035784
-0.0040394
-0.0044859
-0.0049568
-0.0054478
-0.0059291
-0.006376
-0.0068032
-0.0072378
-0.0077214
-0.0081388
-0.0085929
-0.009005
-0.0094875
-0.010129
-0.010547
-0.011042
-0.0052394
-0.0058575
-0.0062817
-0.0067457
-0.0071875
-0.0076047
-0.0080154
-0.0084171
-0.0089269
0.0008244
0.00030735
-0.00015094
-0.0005666
-0.00097873
-0.0013975
-0.0018072
-0.0022144
-0.0026284
-0.0030852
-0.0034814
-0.0039988
-0.0043864
-0.0047823
-0.0051645
-0.0055519
-0.0059543
-0.0063306
-0.0068169
-0.0072087
-0.007638
-0.008018
-0.00074969
-0.0012637
-0.0016554
-0.0021244
-0.0025516
-0.0030366
-0.0034106
-0.0037776
-0.0041425
-0.0046829
-0.0051721
-0.0055411
-0.0064387
-0.0068081
-0.0072512
-0.0078835
-0.0097867
-0.010505
-0.010869
-0.011216
-0.0050656
-0.0055641
-0.0059159
0.0010264
0.00053786
0.00017044
-0.00019193
-0.00057897
0.0046851
0.013146
0.01268
0.012276
0.011885
0.011484
0.010981
0.010575
0.018643
0.018171
0.017763
0.017367
0.016916
0.016519
0.015956
0.015471
0.020338
0.019799
0.019401
0.018948
0.018496
0.018102
0.017713
0.017327
0.023917
0.023423
0.023025
0.022629
0.022232
0.021808
0.0214
0.021004
0.020582
0.020189
0.019792
0.019312
0.018906
0.018531
0.018135
0.023371
0.022862
0.022478
0.02208
0.021627
0.02125
0.020878
0.020435
0.020065
0.019673
0.019294
0.018924
0.01854
0.018177
0.017821
0.017463
0.017099
0.016746
0.016358
0.016003
