CRPS
-0.089192
-0.090448
-0.094315
-0.098208
-0.09782
-0.096443
-0.10115
-0.10065
-0.10035
-0.099475
-0.098607
-0.098653
-0.098426
-0.098481
-0.099968
0.074847
0.063888
0.055278
0.047599
0.040434
0.034227
0.028224
0.02309
0.017733
0.013096
0.0088539
0.0046939
0.00079355
-0.0024717
-0.0062739
-0.0090031
-0.012961
-0.01546
-0.017723
-0.019794
-0.021991
-0.023962
-0.026022
-0.027698
-0.029439
-0.031176
-0.032732
-0.03448
-0.035861
-0.037136
-0.038558
-0.039725
-0.040851
-0.041892
-0.042926
-0.043878
-0.044799
-0.045709
-0.046577
-0.047448
-0.048389
-0.049138
-0.050052
-0.050958
-0.051689
-0.052401
-0.05305
-0.0537
-0.05427
-0.05484
-0.055575
-0.056488
-0.057142
-0.057701
-0.058178
-0.058634
-0.059165
-0.059722
-0.039673
-0.040942
-0.041936
-0.042553
-0.04324
-0.043857
-0.044429
-0.045502
-0.046092
-0.046799
-0.047685
-0.042847
-0.044506
-0.04502
-0.045956
-0.064443
-0.065815
-0.066111
-0.066371
-0.066621
-0.067495
-0.06773
-0.068083
-0.049629
-0.050507
-0.05096
-0.051376
-0.051768
-0.052155
-0.052525
-0.05316
-0.053568
-0.054508
-0.040863
-0.041771
-0.042237
-0.042845
-0.043291
-0.044034
-0.044456
-0.019263
-0.02005
-0.020681
-0.021373
-0.021974
-0.022899
-0.023468
-0.047644
-0.048904
-0.049532
-0.032875
-0.033605
-0.034099
-0.03459
-0.035094
-0.0357
-0.036482
-0.036943
-0.037495
-0.038552
-0.029889
-0.030725
-0.031206
-0.031721
-0.032169
-0.032689
-0.054788
-0.056156
-0.0565
-0.057208
-0.057459
-0.057707
-0.058
-0.0583
-0.058566
-0.058817
-0.059045
-0.05941
-0.059647
-0.059866
-0.060179
-0.060397
-0.060629
-0.06084
-0.061068
-0.061295
-0.061519
-0.061728
-0.06212
-0.062315
-0.062505
-0.062751
-0.062961
-0.063256
-0.06351
-0.063739
-0.063919
-0.064126
-0.064512
-0.064867
-0.065243
-0.065415
-0.051653
-0.052038
-0.052308
-0.05266
-0.052887
-0.053133
-0.053371
-0.053641
-0.053881
-0.054102
-0.054634
-0.039312
-0.039704
-0.040333
-0.040628
-0.027244
-0.027733
-0.028372
-0.028886
-0.018731
-0.019295
-0.014075
-0.014763
-0.015479
-0.015881
-0.016321
-0.016796
-0.017696
-0.040014
-0.040914
-0.041378
-0.038263
-0.038835
-0.02577
-0.026193
-0.026519
-0.037837
-0.038619
-0.038945
-0.039243
-0.039611
-0.027223
-0.027635
-0.015113
-0.015563
-0.015922
-0.016349
-0.016697
-0.017149
-0.017576
-0.01792
-0.018259
-0.018603
-0.018932
-0.019288
-0.019611
-0.018794
-0.0194
-0.01972
-0.0087484
-0.0092057
-0.0095673
-0.010027
-0.010381
-0.010792
-0.011165
-0.011611
-0.011962
-0.012301
-0.012642
-0.013045
-0.013423
-0.013757
-0.01412
-0.014471
-0.014788
-0.015159
-0.015592
-0.015911
-0.016229
-0.016535
-0.016861
-0.017206
-0.017541
-0.01785
-0.018143
-0.018442
-0.018781
-0.019067
-0.019383
-0.019666
-0.020005
-0.020476
-0.020765
-0.021116
-0.01642
-0.016873
-0.017169
-0.017497
-0.017808
-0.018099
-0.018387
-0.018666
-0.019037
-0.0094816
-0.0098617
-0.010195
-0.010495
-0.010792
-0.011094
-0.011388
-0.011681
-0.011979
-0.012314
-0.012599
-0.012982
-0.013261
-0.013547
-0.013821
-0.0141
-0.014391
-0.014661
-0.01502
-0.015304
-0.01562
-0.015895
-0.009202
-0.009588
-0.0098754
-0.010225
-0.010541
-0.010905
-0.01118
-0.01145
-0.011717
-0.012135
-0.012505
-0.012777
-0.013533
-0.013803
-0.014136
-0.014633
-0.019212
-0.019775
-0.02003
-0.020273
-0.014837
-0.015206
-0.015455
-0.0090227
-0.0093856
-0.0096511
-0.0099125
-0.010193
-0.0057475
0.0026589
0.0023085
0.002008
0.0017183
0.0014193
0.0010378
0.00073456
0.008625
0.0082623
0.0079531
0.0076532
0.0073093
0.0070083
